Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Pseudozyma	Pseudozyma_aphidis
Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Taxodium	Taxodium_mucronatum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiales_X	Dactylodinium	Dactylodinium_pterobelotum
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Metacrangonyx	Metacrangonyx_panousei
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Microthamniales_XX	Microthamniales_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyta_X	Dinophyta_XX	Dinophyta_XXX	Dinophyta_XXXX	Dinophyta_XXXX_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Teratosphaeria	Teratosphaeria_acidotherma
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Stramenopiles	Opalozoa	Opalinata	Opalinata_X	Nucleohelea	Actinosphaerium	Actinosphaerium_eichhornii
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Neosemidalis	Neosemidalis_farinosa
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3J	MAST-3J_X	MAST-3J_XX	MAST-3J_XX_sp.
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoeca_Group_H	Stephanoeca_cauliculata
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_concavum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12A	MAST-12A_X	MAST-12A_XX	MAST-12A_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_monovelum
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12A	MAST-12A_X	MAST-12A_XX	MAST-12A_XX_sp.
Eukaryota:nucl	Hacrobia:nucl	Cryptophyta:nucl	Cryptophyceae:nucl	Cryptomonadales:nucl	Hemiselmidaceae:nucl	Hemiselmis:nucl	Hemiselmis_sp.:nucl
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Diaphanoeca	Diaphanoeca_grandis
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidium_R	Strombidium_biarmatum
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes_X	Labyrinthulomycetes_X_LAB5	Labyrinthulomycetes_X_LAB5_X	Labyrinthulomycetes_X_LAB5_X_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_F	Strombidium_F	Strombidium_F_sp.
Eukaryota	Stramenopiles	Ochrophyta	Synurophyceae	Synurales	Synurales_X	Synura	Synura_mollispina
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_sp.
Eukaryota	Alveolata	Ciliophora	Cyclotrichium_like_organism	Cyclotrichium_like_organism_X	Cyclotrichium_like_organism_XX	Cyclotrichium	Cyclotrichium_cyclokaryon
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3F	MAST-3F_X	MAST-3F_XX	MAST-3F_XX_sp.
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Oomycota_XX	Chlamydomyzium	Chlamydomyzium_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X	Dino-Group-II-Clade-3_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Bacteriastrum	Bacteriastrum_hyalinum
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Synchytrium	Synchytrium_cupulatum
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Synchytrium	Synchytrium_cupulatum
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Marosporida	Rhytidocystidae	Rhytidocystidae_X	Rhytidocystidae_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Sinophysis	Sinophysis_verruculosa
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Syracosphaerales	Syracosphaerales_X	Syracosphaerales_XX	Syracosphaerales_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_grandis
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryomonadida_X	Cryomonadida_XX	Cryomonadida_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Eimeriidae	Goussia6	Goussia6_janae
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes_X	Labyrinthulomycetes_X_LAB14	Labyrinthulomycetes_X_LAB14_X	Labyrinthulomycetes_X_LAB14_X_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3L	MAST-3L_X	MAST-3L_XX	MAST-3L_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Phaeophyceae	Phaeophyceae_X	Phaeophyceae_XX	Ectocarpus	Ectocarpus_siliculosus
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_formosa
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Filobasidium	Filobasidium_globisporum
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Opisthodonta	Opisthodonta_morena
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Olpidophydiales	Olpidiopsis	Olpidiopsis_porphyrae
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_throndsenii
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	Mamiella_gilva
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Askenasia	Askenasia_sp.
Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Askenasia	Askenasia_sp.
Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-9	Prasino-Clade-9_X	Prasino-Clade-9_XX	Prasino-Clade-9_XXX	Prasino-Clade-9_XXX_sp.
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycotina_X	Chytridiomycotina_XX	Chytridiomycotina_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Aculus	Aculus_broussonetiae
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium_sp.
Eukaryota	Archaeplastida	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinodermaceae_X	Prasinodermaceae_X_sp.
Eukaryota:plas	Archaeplastida:plas	Chlorophyta:plas	Trebouxiophyceae:plas	Watanabea-Clade:plas	Watanabea-Clade_X:plas	Chloroidium:plas	Chloroidium_ellipsoideum:plas
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_fusiforme
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniopsidaceae	Parvodinium	Parvodinium_umbonatum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Rhizaria	Foraminifera	Monothalamids	Monothalamids_Clade-Y	Reticulomyxidae	Haplomyxa	Haplomyxa_saranae
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	Scrippsiella_acuminata
Eukaryota	Rhizaria	Cercozoa	Filosa	Filosa_X	Filosa_XX	Discomonas	Discomonas_retusa
Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Trachelomonas	Trachelomonas_zorensis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_mediterraneum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_sp_02
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Hexagonia	Hexagonia_hirta
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Verrucomonadidae	Verrucomonas	Verrucomonas_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Crustacea_X	Crustacea_XX	Crustacea_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Didymorchis	Didymorchis_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Trebouxia	Trebouxia_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_teres
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3K	MAST-3K_X	MAST-3K_XX	MAST-3K_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	MOCH-2	MOCH-2_X	MOCH-2_XX	MOCH-2_XXX	MOCH-2_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliformidae_X	Botuliformidae_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Basal_Cryptophyceae-2	Basal_Cryptophyceae-2_X	Basal_Cryptophyceae-2_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Bispinodinium	Bispinodinium_angelaceum
Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7E	MAST-7E_X	MAST-7E_XX	MAST-7E_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Camacolaimus	Camacolaimus_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Thompsonia	Thompsonia_littoralis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Oblongichytrida	Oblongichytridiaceae	Oblongichytrium	Oblongichytrium_sp.
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Mertensia	Mertensia_ovum
Eukaryota	Alveolata	Ciliophora	Cyclotrichium_like_organism	Cyclotrichium_like_organism_X	Cyclotrichium_like_organism_XX	Cyclotrichium	Cyclotrichium_cyclokaryon
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-46	Dino-Group-II-Clade-46_X	Dino-Group-II-Clade-46_X_sp.
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Cephalothrix	Cephalothrix_hongkongiensis
Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Glauconema	Glauconema_trihymene
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7A	MAST-7A_X	MAST-7A_XX	MAST-7A_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Haematopinus	Haematopinus_quadripertusus
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecida_X	Acanthoecida_XX	Acanthoecida_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Oxytricha	Oxytricha_ferruginea
Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Protosteliids	Protostelium	Protostelium_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes_X	Chytridiomycetes_X_sp.
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Thraustochytriaceae_LAB19	Thraustochytriaceae_LAB19_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-25	Dino-Group-II-Clade-25_X	Dino-Group-II-Clade-25_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_rotosporus
Eukaryota	Rhizaria	Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinida_X	Paradinida_XX	Paradinida_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Euduboscquella	Euduboscquella_cachoni
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX	Cryptomycotina_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Jassa	Jassa_slatteryi
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X	Dino-Group-II-Clade-5_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Paracalanus	Paracalanus_quasimodo
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-3	Choanoflagellida_XX_Clade-3_X	Choanoflagellida_XX_Clade-3_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Polygordius	Polygordius_sp.
Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	Nuclearia_delicatula
Eukaryota	Stramenopiles	Ochrophyta	Chrysomerophyceae	Chrysomerophyceae_X	Chrysomerophyceae_XX	Chrysowaernella	Chrysowaernella_hieroglyphica
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Nusuttodinium	Nusuttodinium_amphidinioides
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12_X	MAST-12_XX	MAST-12_XXX	MAST-12_XXX_sp.
Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	Scytomonadidae	Notosolenus	Notosolenus_urceolatus
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Gregarinomorphea_X	Gregarinomorphea_XX	Selenidium1	Selenidium1_boccardiellae
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Polyplicariidae	Polyplicarium	Polyplicarium_sp.
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Lecudinidae	Urosporids	Urosporids_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliforma	Botuliforma_benthica
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_A	Laboea	Laboea_strobila
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Balechina	Balechina_pachydermata
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecea_X	Bicoecea_XX	Rictus	Rictus_lutensis
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_protuberans
Eukaryota	Opisthokonta	Opisthokonta_X	Opisthokonta_XX	Opisthokonta_XXX	Opisthokonta_XXXX	Opisthokonta_XXXXX	Opisthokonta_XXXXX_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3J	MAST-3J_X	MAST-3J_XX	MAST-3J_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_elastica
Eukaryota	Stramenopiles	Pseudofungi	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia	Pirsonia_verrucosa
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Cyrtostrombidium	Cyrtostrombidium_longisomum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoecidae_Group_G_X	Acanthoecidae_Group_G_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Aulacodiscus	Aulacodiscus_orientalis
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_ptotuberans
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Lobulomyces	Lobulomyces_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_brevis_3
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-1	Dino-Group-II-Clade-1_X	Dino-Group-II-Clade-1_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleriopsis	Biecheleriopsis_adriatica
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3F	MAST-3F_X	MAST-3F_XX	MAST-3F_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_cristatum
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_K	Strombidium_K	Strombidium_K_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Glycera	Glycera_capitata
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydium	Rhizophydium_patellarium
Eukaryota	Stramenopiles	Pseudofungi	Developea	Developea_X	Developea_XX	Developayella	Developayella_elegans
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_minutum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Lagenidium	Lagenidium_callinectes
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Spirostrombidium	Spirostrombidium_agathae
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes	Sterigmatomyces	Sterigmatomyces_halophilus
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Sporisorium	Sporisorium_reilianum
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
